"participant_code","mode_survey","assign_date","assign_week_day","actual_date","actual_week_day","actual_hour","age_or_range","age_or_mid_range","gender","full_or_part_time","work_role","edu","indiv_or_family_income","income_mid_range","place_birth","district","ethnicity","permanent_residence","num_usual_contacts","total_hrs_participant","age_weights","houseSize","distance","weights"
28350064,0,377,4,379.868726851884,1,20,2,"0-10",1,999,999,"unknown",999,"unknown",1,17,1,1,4,20.1583333333333,27.9329608938547,"4",0.204579358908147,1
28422326,0,375,2,378.914155092556,0,21,2,"21-40",1,1,1,"secondary",1,"10-19k",1,17,1,1,3,12,12.970168612192,"3",0.441335765502981,1
28574438,1,320,3,355.626747685135,0,15,1,"41-65",0,1,1,"secondary",1,"10-19k",1,2,1,1,4,22.4166666666667,12.2399020807834,"4",0.753361878120197,1
28718993,0,22,6,25.6360416666139,0,15,2,"0-10",1,999,999,"primary",1,"<10k",1,5,1,1,4,5.39166666666667,23.5294117647059,"4",0.624757462324061,1
28989980,0,366,7,363.596319444478,0,14,1,"0-10",0,999,999,"primary",2,"20-39k",1,18,1,1,3,4.35,23.5294117647059,"3",0.456479929549097,1
29184906,0,209,4,209.991215277812,0,23,2,"21-40",1,999,999,"postsec",2,"10-19k",1,5,1,1,4,2.5,12.9032258064516,"4",0.218161508577712,1
29192718,1,333,2,354.513506944408,0,12,1,">65",0,999,6,"secondary",2,"20-39k",1,2,1,1,3,13.1333333333333,7.96178343949044,"3",0.986166739240188,1
29277603,1,71,6,106.737118055578,1,17,1,">65",0,999,6,"secondary",999,"unknown",1,5,1,1,1,0.316666666666667,7.96178343949044,"1",0.933761495897835,1
29331062,1,334,3,368.490034722257,0,11,2,"41-65",1,1,5,"primary",2,"20-39k",1,17,1,1,3,8.6,10.6837606837607,"3",0.846147487816145,1
29399075,0,395,1,397.532650462934,0,12,2,"0-10",1,1,4,"primary",2,">=40k",1,18,1,1,3,15.5,23.5294117647059,"3",0.281714156509591,1
29415238,0,21,5,21.882303240709,0,21,1,"0-10",0,999,999,"primary",2,">=40k",1,8,1,1,6,66,23.5294117647059,">=5",0.33281299912183,1
29485037,0,339,1,338.663148148102,1,15,1,"11-19",0,999,999,"secondary",999,"unknown",2,17,1,1,4,8,16.4473684210526,"4",0.0717470321370942,1
29632406,0,357,5,372.523530092556,1,12,2,"0-10",0,999,2,"primary",999,"20-39k",1,6,1,1,4,12,23.5294117647059,"4",0.350816035574237,1
29712625,1,99,6,259.600219907355,0,14,1,">65",0,2,6,"postsec",1,"<10k",1,8,1,1,1,0.0416666666666667,7.96178343949044,"1",0.970743516835385,1
29894332,0,340,2,340.719108796329,0,17,1,"11-19",0,999,999,"secondary",2,"20-39k",1,14,1,1,4,18,16.4473684210526,"4",0.245127184135469,1
29903147,1,379,6,400.419201388839,1,10,1,"21-40",0,999,999,"postsec",1,"<10k",1,7,1,1,1,9.94166666666667,12.3762376237624,"1",0.113083180146012,1
30022876,0,10,1,26.6860879629385,0,16,2,"21-40",1,1,1,"postsec",1,"10-19k",1,14,998,1,4,8,15.3374233128834,"4",0.218161508577712,1
30122128,0,351,6,352.97237268521,1,23,2,"0-10",0,999,999,"primary",999,"unknown",1,13,1,1,5,14,27.9329608938547,">=5",0.193956641476047,1
30325393,1,29,6,82.7898958333535,0,18,2,"41-65",1,999,6,"secondary",2,">=40k",1,10,1,1,2,27.5416666666667,14.5348837209302,"2",0.421145262701189,1
30348793,0,331,7,329.730462962994,0,17,2,"41-65",1,1,1,"secondary",1,">=40k",997,2,1,1,1,6.5,11.3636363636364,"1",0.398726040764852,1
30521751,0,340,2,340.888865740737,0,21,1,"41-65",0,1,1,"secondary",1,"10-19k",1,11,1,1,4,15.1583333333333,11.3636363636364,"4",0.753361878120197,1
30549698,1,317,7,351.62134259264,1,14,1,"41-65",0,1,6,"secondary",1,"<10k",997,14,1,1,2,2.5,14.5348837209302,"2",0.61389934337281,1
30864972,1,379,6,400.42876157409,1,10,1,"11-19",0,999,4,"unknown",2,"20-39k",1,7,1,1,2,18.0416666666667,20.0400801603206,"2",0.356371624108345,1
30880905,0,22,6,21.8812384259654,0,21,2,"11-19",1,1,4,"secondary",999,"unknown",1,7,1,1,4,4.65833333333333,20.0400801603206,"4",0.120373161292531,1
30881166,0,375,2,375.826192129636,0,19,1,"0-10",1,999,999,"primary",1,"<10k",1,13,1,1,3,5,23.5294117647059,"3",0.602786361068216,1
31112109,0,366,7,367.488715277752,0,11,2,"11-19",1,1,4,"primary",999,"unknown",1,9,1,1,5,5.61666666666667,20.0400801603206,">=5",0.317517715369891,1
31244464,1,320,3,337.745868055616,1,17,1,">65",1,1,5,"secondary",2,"unknown",2,11,1,1,3,5,7.96178343949044,"3",0.946291828147858,1
31334995,0,370,4,370.689791666693,0,16,2,"21-40",1,1,1,"postsec",1,"10-19k",1,14,1,1,3,5,12.970168612192,"3",0.202762886612892,1
31377488,0,350,5,352.385694444412,1,9,1,"41-65",0,1,1,"postsec",1,"10-19k",2,18,1,1,2,8,11.3636363636364,"2",0.323925872328968,1
31489875,1,234,1,265.483912036987,0,11,2,"41-65",1,999,5,"secondary",2,"20-39k",1,11,1,1,3,12.9666666666667,11.3636363636364,"3",0.639617273123221,1
31623010,1,373,7,427.54105324077,0,12,1,"11-19",1,1,4,"primary",2,"20-39k",1,13,1,1,6,12.0416666666667,27.9329608938547,">=5",0.557062927048113,1
31667835,0,332,1,328.793703703675,0,19,2,"41-65",0,999,999,"postsec",2,"20-39k",2,18,1,1,3,0.616666666666667,18.9035916824197,"3",0.354963754587636,1
31689500,0,334,3,334.697592592565,0,16,2,"41-65",0,999,999,"secondary",1,"<10k",1,18,1,1,3,0.941666666666667,12.2399020807834,"3",0.748394875644313,1
31929510,1,324,7,337.484861111152,1,11,2,"41-65",1,2,1,"secondary",1,"<10k",1,1,1,1,2,31.4166666666667,10.6837606837607,"2",0.622777679709692,1
31937300,0,346,1,344.048182870378,1,1,2,"11-19",0,1,4,"secondary",2,"20-39k",1,1,1,1,4,27.6583333333333,20.0400801603206,"4",0.159975993620941,1
32053730,0,339,1,339.429618055583,0,10,2,"21-40",1,1,1,"postsec",2,"20-39k",1,14,1,1,4,8,12.9032258064516,"4",0.146258567138857,1
32119336,1,397,3,400.714039351908,1,17,2,"0-10",1,999,4,"primary",2,"10-19k",1,2,1,1,3,13.6166666666667,27.9329608938547,"3",0.45445293145699,1
32141401,0,334,3,330.93949074077,1,22,1,"21-40",0,2,4,"secondary",1,"<10k",1,2,1,1,4,0.158333333333333,16.4473684210526,"4",0.343406944554882,1
32179276,0,366,7,367.568344907369,0,13,2,"21-40",1,999,999,"unknown",999,"unknown",2,6,1,1,3,6.5,12.3762376237624,"3",0.407896119755698,1
32308292,1,86,7,91.7509953703266,0,18,1,"41-65",1,1,1,"secondary",1,"10-19k",1,2,1,1,2,10.6666666666667,11.3636363636364,"2",0.72488838654082,1
32332436,0,84,5,82.6562615741277,0,15,1,"21-40",1,1,1,"postsec",1,"10-19k",1,9,1,1,4,2.5,12.9032258064516,"4",0.218161508577712,1
32342024,0,374,1,377.37606481486,0,9,1,"0-10",1,999,999,"unknown",2,">=40k",1,9,1,1,5,9.61666666666667,23.5294117647059,">=5",0.347759588426766,1
32396588,0,23,7,24.4757754629245,0,11,2,"41-65",1,1,1,"postsec",1,">=40k",1,11,1,1,2,17.75,12.2399020807834,"2",0.189779131703797,1
32488774,0,366,7,363.976307870355,0,23,2,"0-10",0,1,4,"primary",999,"unknown",1,13,1,1,4,2.5,27.9329608938547,"4",0.272183866207816,1
32596110,1,34,4,91.5748379629804,0,13,1,"41-65",1,999,999,"primary",2,"<10k",2,6,1,1,6,1.23333333333333,12.2399020807834,">=5",0.926681352862324,1
32683957,1,352,7,370.500162037089,0,12,1,"21-40",1,1,1,"secondary",1,"10-19k",1,15,1,1,2,4.04166666666667,12.970168612192,"2",0.418619017174967,1
32879731,1,25,2,28.7945138888899,0,19,1,"41-65",0,1,1,"secondary",1,"10-19k",2,6,1,1,3,18.5,11.3636363636364,"3",0.73573569112561,1
33053855,0,339,1,340.452245370368,0,10,2,"41-65",1,1,1,"postsec",1,">=40k",1,6,1,1,3,11.7,12.2399020807834,"3",0.204444576520989,1
33056691,1,373,7,393.694456018507,1,16,1,"0-10",1,999,999,"primary",1,"<10k",1,14,1,1,5,22.8666666666667,23.5294117647059,">=5",0.517207868024234,1
33101941,1,320,3,355.696469907416,0,16,2,"41-65",1,999,5,"secondary",1,"10-19k",1,6,1,1,3,10.6416666666667,14.5348837209302,"3",0.742985336594096,1
33403043,0,27,4,28.9960763888666,0,23,2,"41-65",1,1,1,"postsec",2,">=40k",1,8,1,1,3,7.16666666666667,12.2399020807834,"3",0.204444576520989,1
33440850,0,366,7,367.956932870322,0,22,1,"0-10",0,1,4,"primary",999,"unknown",1,2,1,1,4,12,23.5294117647059,"4",0.272183866207816,1
33476208,1,336,5,370.660347222234,0,15,2,"41-65",0,999,6,"secondary",2,">=40k",2,6,1,1,4,5.75833333333333,14.5348837209302,"4",0.457529825799297,1
33731847,0,418,3,417.90445601847,0,21,1,"0-10",1,1,4,"primary",2,">=40k",1,15,1,1,5,5.7,27.9329608938547,">=5",0.32069712308505,1
33755370,0,30,7,29.9034722222714,1,21,1,"21-40",1,1,1,"postsec",1,"10-19k",1,15,1,1,5,6.01666666666667,15.3374233128834,">=5",0.152213486920234,1
33967483,0,356,4,356.399375000037,0,9,2,"21-40",1,999,999,"secondary",999,"unknown",2,12,1,1,5,6.5,12.970168612192,">=5",0.191556368874913,1
34177785,0,262,1,265.458101851866,0,10,1,"21-40",1,1,1,"postsec",1,"10-19k",1,13,1,1,4,21,12.3762376237624,"4",0.218161508577712,1
34353107,0,377,4,375.798472222174,0,19,1,"0-10",1,1,4,"primary",999,"unknown",1,11,1,1,4,30.7,27.9329608938547,"4",0.279700314021079,1
34506763,0,389,2,391.923831018503,0,22,2,"0-10",1,1,4,"primary",1,"<10k",1,16,1,1,5,20.6166666666667,23.5294117647059,">=5",0.646226524064282,1
34627653,0,318,1,320.634571759263,0,15,2,"21-40",1,1,1,"postsec",1,"10-19k",1,14,1,1,3,16,15.3374233128834,"3",0.202762886612892,1
34773346,1,373,7,400.543460648158,1,13,1,"11-19",0,999,4,"primary",2,"10-19k",1,17,1,1,3,19.2333333333333,27.9329608938547,"3",0.466979773795705,1
34794436,0,366,7,363.711956018466,0,17,1,"41-65",0,1,1,"secondary",1,"20-39k",1,6,1,1,3,6.5,12.2399020807834,"3",0.630900378470017,1
34821983,0,314,4,314.511886574095,0,12,1,"41-65",1,1,1,"secondary",999,"unknown",1,16,1,1,4,3.11666666666667,11.3636363636364,"4",0.441433734002036,1
34931103,1,352,7,370.717337962938,0,17,1,"11-19",1,999,4,"primary",2,"unknown",1,11,1,1,4,17.0833333333333,20.0400801603206,"4",0.297777170925965,1
35145881,0,379,6,379.779733796255,1,18,1,"11-19",1,1,4,"primary",999,"unknown",1,14,1,1,5,22.975,20.0400801603206,">=5",0.214360715545696,1
35146558,0,351,6,351.9296875,1,22,1,"0-10",1,999,999,"primary",999,"unknown",1,2,1,1,4,7.5,23.5294117647059,"4",0.185490374432433,1
35257030,0,375,2,372.973993055522,1,23,2,"21-40",1,1,1,"secondary",2,">=40k",1,12,1,1,3,8,12.9032258064516,"3",0.113418166286653,1
35266739,0,311,1,312.016180555569,0,0,1,"41-65",1,2,6,"postsec",2,"20-39k",1,6,1,1,2,4,18.9035916824197,"2",0.342455396260207,1
35366189,1,333,2,348.693240740686,0,16,1,"41-65",1,1,2,"postsec",1,">=40k",1,5,1,1,3,56,10.6837606837607,"3",0.204444576520989,1
35411283,1,355,3,369.468495370355,0,11,1,"21-40",0,1,1,"postsec",1,"10-19k",1,14,1,1,3,35.8916666666667,12.970168612192,"3",0.196749243892774,1
35464969,0,357,5,357.018287037034,0,0,1,"41-65",0,2,3,"secondary",999,"unknown",1,5,1,1,4,0.933333333333333,11.3636363636364,"4",0.432178760797715,1
35548946,1,24,1,28.8032754629385,0,19,1,">65",1,999,6,"postsec",999,"unknown",1,18,1,1,1,0.166666666666667,7.96178343949044,"1",0.889322909902575,1
35572467,0,318,1,319.252905092551,0,6,2,"41-65",1,1,5,"primary",1,"<10k",1,13,1,1,3,10.5,10.6837606837607,"3",0.905397289930902,1
35591877,0,28,5,28.9800115741091,0,23,2,"41-65",1,999,999,"postsec",2,"20-39k",1,2,1,1,4,12.2083333333333,12.2399020807834,"4",0.385334491953116,1
35715759,1,102,2,116.493680555606,0,11,1,"21-40",1,1,5,"secondary",2,"<10k",2,17,1,2,3,5,12.3762376237624,"3",0.457702833351207,1
35788749,0,357,5,357.924942129641,0,22,1,"41-65",0,1,1,"postsec",1,">=40k",1,17,1,1,2,10.9916666666667,12.2399020807834,"2",0.184061662837706,1
35792872,1,336,5,355.568715277826,0,13,1,"21-40",1,1,5,"secondary",2,"20-39k",2,10,1,1,4,12.8333333333333,12.970168612192,"4",0.347311004316069,1
35905977,1,320,3,354.538240740774,0,12,1,"41-65",0,1,6,"secondary",2,">=40k",1,6,1,1,4,8.825,14.5348837209302,"4",0.457529825799297,1
35951820,0,395,1,396.42862268514,0,10,1,"0-10",1,999,999,"primary",1,"<10k",1,17,1,1,5,11.3583333333333,23.5294117647059,">=5",0.646226524064282,1
35964366,1,71,6,83.7279398147948,0,17,1,">65",0,999,6,"postsec",1,"<10k",1,1,1,1,1,1.39166666666667,18.9035916824197,"1",0.970743516835385,1
36215849,1,145,3,166.624618055532,0,14,1,"41-65",1,1,5,"secondary",2,">=40k",1,14,1,1,3,2.05833333333333,11.3636363636364,"3",0.443894430220046,1
36292798,1,320,3,348.523460648139,0,12,2,"41-65",1,1,1,"secondary",1,"20-39k",1,8,1,1,3,31.9,10.6837606837607,"3",0.639617273123221,1
36326162,1,102,2,110.52546296292,0,12,1,"21-40",0,1,3,"postsec",1,"10-19k",1,15,1,1,5,6.16666666666667,15.3374233128834,">=5",0.227702097083381,1
36402305,0,356,4,356.418124999967,0,10,2,"41-65",0,999,999,"postsec",2,">=40k",1,5,1,1,4,0.158333333333333,11.3636363636364,"4",0.213549144946005,1
36531565,0,42,5,41.6469560185215,0,15,2,"41-65",1,1,3,"postsec",1,"20-39k",1,7,1,1,3,5,10.6837606837607,"3",0.363624091385839,1
36747282,1,352,7,370.702743055532,0,16,1,"21-40",0,1,1,"secondary",1,"10-19k",1,7,1,1,2,20.2333333333333,12.9032258064516,"2",0.409491703597208,1
36952004,0,368,2,368.669930555508,0,16,1,"41-65",0,1,1,"postsec",1,"20-39k",1,14,1,1,4,8.7,12.2399020807834,"4",0.37646296963396,1
36996736,1,60,2,83.7389814815251,0,17,1,">65",0,999,6,"primary",999,"unknown",2,13,1,1,4,8,7.96178343949044,"4",0.989936210057084,1
37066265,0,339,1,345.913414351875,1,21,2,"41-65",1,1,1,"secondary",1,"20-39k",1,10,1,1,4,11.1583333333333,10.6837606837607,"4",0.533144106822262,1
37396748,1,352,7,370.728472222225,0,17,2,"41-65",0,1,1,"secondary",1,"10-19k",2,14,1,999,6,18.1583333333333,12.2399020807834,">=5",0.78617613514555,1
37420699,0,375,2,375.44969907403,0,10,1,"0-10",1,999,999,"unknown",2,">=40k",1,2,1,1,5,10,23.5294117647059,">=5",0.347759588426766,1
37553666,0,28,5,26.8779513889458,0,21,2,"41-65",1,999,999,"secondary",999,"unknown",1,5,1,1,3,4.15833333333333,14.5348837209302,"3",0.418715722448436,1
37594009,0,42,5,41.5995949073695,0,14,1,"41-65",1,1,1,"secondary",1,"10-19k",1,13,1,1,3,7.58333333333333,12.3762376237624,"3",0.742985336594096,1
37827890,1,24,1,28.779583333293,0,18,1,"41-65",1,999,999,"primary",2,"10-19k",1,6,1,1,4,12.075,11.3636363636364,"4",0.907647338904226,1
38120101,1,397,3,410.676423611119,0,16,1,"11-19",0,1,4,"secondary",2,"10-19k",1,2,1,1,4,32.1166666666667,20.0400801603206,"4",0.345940324980665,1
38271972,1,352,7,354.450729166623,0,10,2,"41-65",1,999,1,"primary",2,"10-19k",1,18,1,1,3,0.825,12.2399020807834,"3",0.899577509626183,1
38409554,1,101,1,112.479050925933,0,11,2,"41-65",1,1,999,"primary",1,"10-19k",1,5,1,1,2,2.54166666666667,11.3636363636364,"2",0.890887303041601,1
38433295,1,373,7,400.412152777775,1,9,1,"11-19",1,1,4,"primary",2,"10-19k",1,13,1,1,4,3.93333333333333,20.0400801603206,"4",0.499512734283675,1
38435951,0,356,4,356.41951388889,0,10,2,"21-40",1,1,1,"secondary",1,"20-39k",1,18,1,1,3,14.1833333333333,12.970168612192,"3",0.326604589152368,1
38509060,0,332,1,336.726400462911,0,17,2,"41-65",0,2,6,"postsec",1,"10-19k",1,13,1,1,6,7.525,18.9035916824197,">=5",0.54206434556072,1
38728677,1,349,4,371.438715277822,0,10,1,"21-40",1,1,999,"postsec",1,"20-39k",1,1,1,1,4,14.5,12.3762376237624,"4",0.146258567138857,1
38819323,0,366,7,367.011574074044,0,0,2,"11-19",0,999,999,"primary",999,"unknown",1,6,1,1,7,20,20.0400801603206,">=5",0.350368404148897,1
38831031,1,336,5,390.649687499972,0,15,2,"41-65",0,999,6,"primary",1,"<10k",997,11,1,1,3,9,18.9035916824197,"3",0.902125333597764,1
38905939,1,145,3,173.745173611096,0,17,1,"41-65",0,1,1,"postsec",1,"<10k",1,12,1,1,7,136.266666666667,14.5348837209302,">=5",0.581152687469882,1
39045439,0,91,5,91.3887037036475,0,9,1,"0-10",0,999,999,"primary",2,"20-39k",997,6,1,1,5,0.0416666666666667,23.5294117647059,">=5",0.502720677342996,1
39048243,1,81,2,91.7158449074486,0,17,1,"41-65",1,999,5,"secondary",999,"20-39k",2,14,1,1,3,8.625,18.9035916824197,"3",0.639617273123221,1
39273981,1,18,2,20.5399189814925,0,12,1,"41-65",1,1,5,"secondary",999,"20-39k",1,17,1,1,2,28.0416666666667,14.5348837209302,"2",0.617984225772152,1
39360542,1,145,3,173.437870370341,0,10,1,"41-65",1,1,1,"postsec",1,"10-19k",1,13,1,1,3,10.4666666666667,11.3636363636364,"3",0.482050456268401,1
39635444,0,219,7,221.915092592593,0,21,2,"21-40",0,1,1,"postsec",1,"20-39k",1,16,1,1,4,14.3583333333333,12.9032258064516,"4",0.141623058753699,1
39674114,0,23,7,25.0357523148414,0,0,2,"41-65",0,1,1,"secondary",2,">=40k",1,18,1,1,3,5.4,11.3636363636364,"3",0.434628009840604,1
39854810,1,25,2,36.7566203703173,1,18,1,"41-65",0,999,999,"primary",999,"<10k",2,2,1,1,2,13,14.5348837209302,"2",0.831280363145097,1
40023972,1,32,2,83.4435532407369,0,10,1,">65",1,2,6,"postsec",2,"20-39k",2,7,1,1,2,10,7.96178343949044,"2",0.95598858696992,1
40228225,1,352,7,369.73693287035,0,17,1,"11-19",0,2,4,"postsec",1,"<10k",2,6,1,1,4,13,16.4473684210526,"4",0.15392326923725,1
40232281,0,366,7,366.910717592575,1,21,2,"41-65",0,999,999,"secondary",1,"<10k",2,16,1,1,4,5,18.9035916824197,"4",0.656816094825747,1
40254546,1,145,3,173.472106481437,0,11,1,"41-65",1,999,6,"postsec",1,"10-19k",1,13,1,1,4,8.59166666666667,14.5348837209302,"4",0.505218139760463,1
40272308,0,366,7,363.866574074025,0,20,2,"21-40",1,1,5,"secondary",2,"20-39k",1,2,1,1,4,5,12.3762376237624,"4",0.347311004316069,1
40283356,1,333,2,355.520219907397,0,12,1,"41-65",1,999,6,"secondary",2,"<10k",1,17,1,1,3,10.0416666666667,18.9035916824197,"3",0.755412688314284,1
40338184,1,336,5,348.718125000014,0,17,1,"41-65",1,999,6,"secondary",2,">=40k",1,4,1,1,3,9.04166666666667,18.9035916824197,"3",0.443894430220046,1
40817966,0,357,5,366.536481481511,1,12,2,"41-65",0,999,999,"unknown",2,"10-19k",1,999,1,1,3,6.5,10.6837606837607,"3",0.851061451175852,1
40905140,1,373,7,391.492546296329,0,11,1,"11-19",1,1,4,"primary",2,">=40k",1,2,1,1,5,12.0416666666667,20.0400801603206,">=5",0.340172265940661,1
40940069,0,366,7,363.640833333367,0,15,1,"41-65",0,1,1,"postsec",2,">=40k",1,13,1,1,3,29.5,12.2399020807834,"3",0.198393469208511,1
41001238,1,32,2,118.762777777738,0,18,1,"41-65",1,1,1,"primary",1,"<10k",1,14,1,1,3,21.75,11.3636363636364,"3",0.905397289930902,1
41323143,1,355,3,371.458634259296,0,11,2,"41-65",0,1,3,"postsec",2,"10-19k",997,1,1,1,5,46.6583333333333,11.3636363636364,">=5",0.518979294780188,1
41445565,0,365,6,369.931666666642,0,22,2,"0-10",0,1,4,"primary",2,">=40k",1,1,1,1,3,37.5,27.9329608938547,"3",0.274164189102617,1
41655665,0,392,5,392.40880787035,0,9,2,"0-10",1,1,4,"primary",2,"<10k",1,15,1,1,4,15.5,27.9329608938547,"4",0.624757462324061,1
41863876,0,84,5,84.944641203736,0,22,1,"0-10",1,999,999,"primary",999,"unknown",1,16,1,1,4,15.5833333333333,27.9329608938547,"4",0.279700314021079,1
41879117,1,352,7,369.631504629622,0,15,2,"41-65",1,1,1,"secondary",1,"10-19k",2,18,1,1,2,19,10.6837606837607,"2",0.72488838654082,1
41893194,1,379,6,406.742766203708,0,17,1,"0-10",0,1,4,"primary",2,"10-19k",1,11,1,1,4,46.7416666666667,23.5294117647059,"4",0.600133223762298,1
41925018,0,22,6,23.8874421296641,1,21,1,"11-19",1,999,999,"secondary",1,"<10k",1,14,1,1,2,4.35,16.4473684210526,"2",0.222319376063267,1
41944507,1,25,2,28.5423842592863,0,13,1,"21-40",0,1,1,"postsec",1,"10-19k",1,1,1,1,2,6.81666666666667,15.3374233128834,"2",0.182509172000242,1
42252204,0,59,1,66.0403819443891,0,0,1,"41-65",1,1,1,"postsec",2,">=40k",1,7,1,1,4,8,12.2399020807834,"4",0.219935679894782,1
42279695,1,32,2,106.743923611124,1,17,1,"11-19",0,1,4,"secondary",2,">=40k",1,12,1,1,3,11.1,16.4473684210526,"3",0.0724141357626628,1
42281271,1,86,7,91.757719907444,0,18,1,"41-65",1,999,5,"secondary",2,"10-19k",1,13,1,1,4,6.43333333333333,10.6837606837607,"4",0.760285525496401,1
42351104,0,366,7,367.952303240774,0,22,2,"21-40",1,1,5,"secondary",2,">=40k",1,14,1,1,4,12.25,12.3762376237624,"4",0.193105715083927,1
42379809,0,32,2,32.8790046296781,0,21,2,"11-19",1,999,999,"secondary",2,"20-39k",1,17,1,1,4,8,20.0400801603206,"4",0.252155316453423,1
42495031,0,350,5,367.880104166688,0,21,1,"21-40",1,1,1,"secondary",1,"10-19k",1,2,1,1,4,6.5,15.3374233128834,"4",0.46430076772504,1
42555022,1,334,3,368.61535879632,0,14,1,"41-65",1,999,6,"secondary",2,">=40k",1,18,1,1,4,13.9333333333333,18.9035916824197,"4",0.466881306118841,1
42642039,1,257,3,271.525324074086,0,12,1,">65",1,999,6,"unknown",2,"unknown",2,11,1,1,2,3.11666666666667,7.96178343949044,"2",0.989672686628955,1
42706748,1,102,2,106.426574074081,1,10,1,"41-65",1,2,5,"secondary",2,"10-19k",2,3,1,1,4,1.91666666666667,10.6837606837607,"4",0.6503574770282,1
42793015,1,101,1,105.804756944417,0,19,1,"21-40",0,1,3,"postsec",1,"10-19k",1,15,1,1,6,17.575,12.970168612192,">=5",0.244414051682976,1
42818681,1,355,3,370.674108796287,0,16,1,"21-40",0,1,1,"secondary",1,"10-19k",2,9,1,1,4,33.5166666666667,12.970168612192,"4",0.454956865412513,1
42884894,0,351,6,348.73547453701,0,17,1,"41-65",0,1,1,"postsec",1,"10-19k",1,14,1,1,4,5,10.6837606837607,"4",0.495812926304885,1
42897756,0,21,5,23.4581597222714,1,10,2,"41-65",0,1,3,"postsec",1,"10-19k",1,2,1,1,2,3.44166666666667,12.2399020807834,"2",0.323925872328968,1
42922106,1,32,2,83.6864699074067,0,16,1,">65",0,999,6,"postsec",1,"20-39k",1,10,1,1,2,17.275,7.96178343949044,"2",0.954378227329086,1
42993061,0,344,6,342.740312500042,0,17,1,"41-65",0,1,1,"secondary",1,"20-39k",1,2,1,1,5,0.0416666666666667,12.2399020807834,">=5",0.672934183383733,1
43152321,0,339,1,339.575648148195,0,13,2,"41-65",1,999,999,"postsec",1,"<10k",1,5,1,1,2,8,10.6837606837607,"2",0.475424141647323,1
43193386,1,317,7,351.694166666712,1,16,1,">65",0,999,6,"secondary",999,"<10k",997,16,1,1,1,0.4,7.96178343949044,"1",0.98372471959393,1
43217961,0,328,4,334.557256944478,0,13,1,"41-65",0,1,1,"postsec",1,"20-39k",2,13,1,1,3,6.99166666666667,18.9035916824197,"3",0.354963754587636,1
43269432,1,32,2,82.7832870370476,0,18,1,"11-19",0,999,999,"secondary",2,"10-19k",1,13,1,1,4,10.6916666666667,16.4473684210526,"4",0.345940324980665,1
43326784,0,331,7,332.427442129585,0,10,2,"11-19",1,999,999,"primary",999,"unknown",1,5,1,1,4,3.11666666666667,20.0400801603206,"4",0.297777170925965,1
43335279,0,339,1,337.540798611124,1,12,1,"11-19",1,999,999,"unknown",999,"unknown",1,999,1,999,5,2.7,20.0400801603206,">=5",0.235561519438697,1
43404638,0,351,6,353.449351851828,0,10,1,"41-65",0,1,1,"postsec",1,"20-39k",1,2,1,1,4,15.4333333333333,12.2399020807834,"4",0.37646296963396,1
43803510,1,35,5,83.6223263888387,0,14,2,"21-40",1,999,5,"primary",999,"unknown",2,7,1,1,4,6.5,12.970168612192,"4",0.400919496403776,1
43844651,1,145,3,253.571076388936,1,13,1,"11-19",0,1,4,"primary",2,"10-19k",1,9,1,1,4,27.675,20.0400801603206,"4",0.490108524032647,1
43862142,1,320,3,355.501979166642,0,12,1,"11-19",0,999,4,"secondary",999,"unknown",997,3,999,1,3,12,16.4473684210526,"3",0.107242195992155,1
43878748,1,43,6,91.6671875000466,0,16,2,"11-19",1,2,4,"postsec",2,"10-19k",1,11,1,1,3,23.3583333333333,16.4473684210526,"3",0.138788984720767,1
44029573,1,35,5,83.6109606481623,0,14,1,"41-65",0,2,1,"secondary",1,"<10k",1,14,1,1,1,0.0416666666666667,14.5348837209302,"1",0.711907245641435,1
44169120,1,129,1,259.567881944473,0,13,1,"41-65",0,1,1,"primary",1,"<10k",1,13,1,1,5,24.6666666666667,10.6837606837607,">=5",0.917319377499333,1
44169606,1,60,2,83.7526388888946,0,18,1,"41-65",1,1,1,"postsec",1,">=40k",1,13,1,1,1,14.3333333333333,12.2399020807834,"1",0.175933040819558,1
44211423,1,373,7,391.530879629659,0,12,1,"0-10",1,1,4,"primary",2,"10-19k",1,9,1,1,5,19.5583333333333,27.9329608938547,">=5",0.630961669557141,1
44255633,0,69,4,67.7939814814599,0,19,2,"21-40",0,999,999,"unknown",2,"10-19k",1,18,1,1,3,9,12.9032258064516,"3",0.72696916233208,1
44598621,1,25,2,29.7219444444636,1,17,1,"41-65",1,1,1,"primary",1,"<10k",2,12,1,1,4,5.71666666666667,10.6837606837607,"4",0.860296581462229,1
44623572,0,374,1,375.722812499967,0,17,2,"21-40",0,1,1,"secondary",1,"10-19k",1,14,1,1,2,12,12.970168612192,"2",0.409491703597208,1
44779421,0,328,4,329.820486111101,0,19,2,"21-40",0,1,1,"postsec",1,"20-39k",2,9,1,1,5,11.6583333333333,15.3374233128834,">=5",0.153271147549997,1
44867745,0,86,7,85.7996990741231,1,19,1,"41-65",0,1,1,"postsec",2,"20-39k",2,14,1,1,4,12.275,12.2399020807834,"4",0.261492995737595,1
44927185,0,334,3,334.908761574072,0,21,1,"0-10",0,1,4,"primary",999,"unknown",1,9,1,1,4,2.5,23.5294117647059,"4",0.272183866207816,1
